scheduler,arrived_pct,occupied_nodes,run
DotProd,102.0,1213,0
DotProd,104.0,1213,0
DotProd,106.0,1213,0
DotProd,108.0,1213,0
DotProd,110.0,1213,0
DotProd,112.0,1213,0
DotProd,114.0,1213,0
DotProd,116.0,1213,0
DotProd,118.0,1213,0
DotProd,120.0,1213,0
Packing,2.0,81,0
Packing,4.0,148,0
Packing,6.0,211,0
Packing,8.0,279,0
Packing,10.0,346,0
Packing,12.0,412,0
Packing,14.0,478,0
Packing,16.0,534,0
Packing,18.0,574,0
Packing,20.0,606,0
Packing,22.0,622,0
Packing,24.0,639,0
Packing,26.0,655,0
Packing,28.0,671,0
Packing,30.0,688,0
Packing,32.0,704,0
Packing,34.0,720,0
Packing,36.0,737,0
Packing,38.0,754,0
Packing,40.0,770,0
Packing,42.0,786,0
Packing,44.0,803,0
Packing,46.0,819,0
Packing,48.0,836,0
Packing,50.0,852,0
Packing,52.0,869,0
Packing,54.0,885,0
Packing,56.0,901,0
Packing,58.0,917,0
Packing,60.0,934,0
Packing,62.0,950,0
Packing,64.0,966,0
Packing,66.0,983,0
Packing,68.0,999,0
Packing,70.0,1016,0
Packing,72.0,1032,0
Packing,74.0,1049,0
Packing,76.0,1065,0
Packing,78.0,1082,0
Packing,80.0,1098,0
Packing,82.0,1114,0
Packing,84.0,1131,0
Packing,86.0,1147,0
Packing,88.0,1163,0
Packing,90.0,1180,0
Packing,92.0,1196,0
Packing,94.0,1212,0
Packing,96.0,1213,0
Packing,98.0,1213,0
Packing,100.0,1213,0
Packing,102.0,1213,0
Packing,104.0,1213,0
Packing,106.0,1213,0
Packing,108.0,1213,0
Packing,110.0,1213,0
Packing,112.0,1213,0
Packing,114.0,1213,0
Packing,116.0,1213,0
Packing,118.0,1213,0
Packing,120.0,1213,0
Clustering,2.0,80,0
Clustering,4.0,148,0
Clustering,6.0,211,0
Clustering,8.0,279,0
Clustering,10.0,345,0
Clustering,12.0,410,0
Clustering,14.0,477,0
Clustering,16.0,533,0
Clustering,18.0,574,0
Clustering,20.0,605,0
Clustering,22.0,622,0
Clustering,24.0,638,0
Clustering,26.0,655,0
Clustering,28.0,671,0
Clustering,30.0,687,0
Clustering,32.0,704,0
Clustering,34.0,719,0
Clustering,36.0,736,0
Clustering,38.0,753,0
Clustering,40.0,769,0
Clustering,42.0,786,0
Clustering,44.0,802,0
Clustering,46.0,819,0
Clustering,48.0,836,0
Clustering,50.0,852,0
Clustering,52.0,869,0
Clustering,54.0,885,0
Clustering,56.0,901,0
Clustering,58.0,918,0
Clustering,60.0,934,0
Clustering,62.0,950,0
Clustering,64.0,967,0
Clustering,66.0,983,0
Clustering,68.0,1000,0
Clustering,70.0,1016,0
Clustering,72.0,1032,0
Clustering,74.0,1049,0
Clustering,76.0,1065,0
Clustering,78.0,1082,0
Clustering,80.0,1098,0
Clustering,82.0,1114,0
Clustering,84.0,1130,0
Clustering,86.0,1146,0
Clustering,88.0,1163,0
Clustering,90.0,1179,0
Clustering,92.0,1196,0
Clustering,94.0,1212,0
Clustering,96.0,1213,0
Clustering,98.0,1213,0
Clustering,100.0,1213,0
Clustering,102.0,1213,0
Clustering,104.0,1213,0
Clustering,106.0,1213,0
Clustering,108.0,1213,0
Clustering,110.0,1213,0
Clustering,112.0,1213,0
Clustering,114.0,1213,0
Clustering,116.0,1213,0
Clustering,118.0,1213,0
Clustering,120.0,1213,0
FGD,2.0,79,0
FGD,4.0,144,0
FGD,6.0,206,0
FGD,8.0,271,0
FGD,10.0,337,0
FGD,12.0,402,0
FGD,14.0,455,0
FGD,16.0,489,0
FGD,18.0,516,0
FGD,20.0,532,0
FGD,22.0,549,0
FGD,24.0,564,0
FGD,26.0,581,0
FGD,28.0,600,0
FGD,30.0,619,0
FGD,32.0,639,0
FGD,34.0,656,0
FGD,36.0,677,0
FGD,38.0,696,0
FGD,40.0,713,0
FGD,42.0,732,0
FGD,44.0,751,0
FGD,46.0,769,0
FGD,48.0,789,0
FGD,50.0,810,0
FGD,52.0,828,0
FGD,54.0,849,0
FGD,56.0,865,0
FGD,58.0,885,0
FGD,60.0,902,0
FGD,62.0,922,0
FGD,64.0,950,0
FGD,66.0,969,0
FGD,68.0,993,0
FGD,70.0,1012,0
FGD,72.0,1029,0
FGD,74.0,1047,0
FGD,76.0,1065,0
FGD,78.0,1086,0
FGD,80.0,1102,0
FGD,82.0,1120,0
FGD,84.0,1139,0
FGD,86.0,1157,0
FGD,88.0,1177,0
FGD,90.0,1197,0
FGD,92.0,1213,0
FGD,94.0,1213,0
FGD,96.0,1213,0
FGD,98.0,1213,0
FGD,100.0,1213,0
FGD,102.0,1213,0
FGD,104.0,1213,0
FGD,106.0,1213,0
FGD,108.0,1213,0
FGD,110.0,1213,0
FGD,112.0,1213,0
FGD,114.0,1213,0
FGD,116.0,1213,0
FGD,118.0,1213,0
FGD,120.0,1213,0
